elapsed_s,produced,acked,send_rejects,delivery_errors,consumed,duplicates,reordered,open_gaps,parse_errors,win_p50_us,win_p99_us,win_max_us,rss_mib,producer_retries,producer_lib_errors,rebalances,consumer_restarts,wedges
8415,8415650,8415600,0,0,8418072,19220,15608,299,0,13274,19832,26924,16.2,0,0,3,9,0
8425,8425650,8425600,0,0,8423073,19220,15608,299,0,13369,18508,21117,16.2,0,0,3,9,0
8435,8435650,8435650,0,0,8454530,19220,15608,299,0,11495,20025,27471,16.0,0,0,5,9,0
8445,8445650,8445650,0,0,8464553,19220,15608,299,0,11767,18306,19400,15.7,0,0,5,9,0
8455,8455650,8455650,0,0,8474563,19220,15608,299,0,12395,21419,26609,15.7,0,0,5,9,0
8465,8465650,8465650,0,0,8484538,19220,15608,299,0,11152,18252,26109,15.7,0,0,5,9,0
8475,8475650,8475650,0,0,8494545,19220,15608,299,0,11824,16839,20263,15.7,0,0,5,9,0
8485,8485650,8485650,0,0,8504537,19220,15608,299,0,11378,17471,18816,15.7,0,0,5,9,0
8495,8495700,8495650,0,0,8514546,19220,15608,299,0,11391,16559,17904,15.7,0,0,5,9,0
8505,8505700,8505700,0,0,8524588,19220,15608,299,0,11782,22670,26471,15.7,0,0,5,9,0
8515,8515700,8515700,0,0,8534605,19220,15608,299,0,11283,16940,18954,13.7,0,0,5,9,0
8525,8525700,8525700,0,0,8544580,19220,15608,299,0,11034,17528,27140,13.5,0,0,5,9,0
8535,8535700,8535700,0,0,8554596,19220,15608,299,0,11943,16919,19085,13.5,0,0,5,9,0
8545,8545700,8545700,0,0,8564595,19220,15608,299,0,11733,18215,23928,13.5,0,0,5,9,0
8555,8555700,8555700,0,0,8574605,19220,15608,299,0,11143,16750,30383,13.2,0,0,5,9,0
8565,8565750,8565700,0,0,8584596,19220,15608,299,0,10868,17393,19107,13.1,0,0,5,9,0
8575,8575750,8575700,0,0,8594596,19220,15608,299,0,11455,18149,22353,13.1,0,0,5,9,0
8585,8585750,8585700,0,0,8604605,19220,15608,299,0,11537,17080,28006,12.8,0,0,5,9,0
8595,8595750,8595750,0,0,8614646,19220,15608,299,0,11300,17194,27618,12.6,0,0,5,9,0
8605,8605750,8605750,0,0,8624620,19220,15608,299,0,11873,18118,27253,12.6,0,0,5,9,0
8615,8615750,8615750,0,0,8634637,19220,15608,299,0,11126,17401,20590,12.3,0,0,5,9,0
8625,8625800,8625800,0,0,8644695,19220,15608,299,0,11021,18327,18881,12.3,0,0,5,9,0
8635,8635800,8635800,0,0,8654688,19220,15608,299,0,12336,17950,19754,12.3,0,0,5,9,0
8645,8645800,8645800,0,0,8664688,19220,15608,299,0,11678,17944,25789,11.7,0,0,5,9,0
8655,8655800,8655800,0,0,8674671,19220,15608,299,0,11100,16270,17458,10.9,0,0,5,9,0
8665,8665800,8665800,0,0,8684713,19220,15608,299,0,12642,16805,24053,10.9,0,0,5,9,0
8675,8675800,8675800,0,0,8694687,19220,15608,299,0,12419,17072,17547,10.9,0,0,5,9,0
8685,8685850,8685614,0,0,8703895,19251,15779,330,0,11137,989479,1032733,12.5,0,0,5,9,0
8695,8695850,8695800,0,0,8715323,19822,16413,299,0,12425,2414306,2514890,13.2,0,0,7,9,0
8705,8705850,8705850,0,0,8725373,19822,16413,299,0,12593,18563,21389,13.2,0,0,7,9,0
8715,8715850,8715850,0,0,8735323,19822,16413,299,0,12722,19818,25085,13.2,0,0,7,9,0
8725,8725850,8725850,0,0,8745373,19822,16413,299,0,12114,18421,24944,13.2,0,0,7,9,0
8735,8735850,8735850,0,0,8755373,19822,16413,299,0,11932,16758,17261,13.2,0,0,7,9,0
8745,8745850,8745850,0,0,8765373,19822,16413,299,0,12873,17454,23242,13.2,0,0,7,9,0
8755,8755850,8755850,0,0,8775373,19822,16413,299,0,11459,16596,16936,13.2,0,0,7,9,0
8765,8765900,8765850,0,0,8785373,19822,16413,299,0,12521,17594,22581,12.8,0,0,7,9,0
8775,8775900,8775850,0,0,8795373,19822,16413,299,0,13409,17510,29512,12.5,0,0,7,9,0
8785,8785900,8785900,0,0,8805423,19822,16413,299,0,12260,17453,27867,12.5,0,0,7,9,0
8795,8795900,8795900,0,0,8815423,19822,16413,299,0,12673,17497,22772,12.5,0,0,7,9,0
8805,8805900,8805900,0,0,8825423,19822,16413,299,0,13249,17862,29669,12.5,0,0,7,9,0
8815,8815900,8815900,0,0,8835423,19822,16413,299,0,12531,17707,21253,12.0,0,0,7,9,0
8825,8825900,8825900,0,0,8845423,19822,16413,299,0,12473,18357,27040,12.0,0,0,7,9,0
8835,8835950,8835900,0,0,8855423,19822,16413,299,0,12129,17869,26207,11.9,0,0,7,9,0
8845,8845950,8845900,0,0,8865423,19822,16413,299,0,12888,17743,18214,11.9,0,0,7,9,0
8855,8855950,8855950,0,0,8875473,19822,16413,299,0,12003,23011,28582,11.7,0,0,7,9,0
8865,8865950,8865950,0,0,8885473,19822,16413,299,0,12574,17852,19477,11.7,0,0,7,9,0
8875,8875950,8875950,0,0,8895473,19822,16413,299,0,12475,17488,17684,11.6,0,0,7,9,0
8886,8885950,8885950,0,0,8905473,19822,16413,299,0,12069,18065,27336,11.6,0,0,7,9,0
8896,8895950,8895950,0,0,8915473,19822,16413,299,0,12376,17322,28512,11.5,0,0,7,9,0
8906,8906000,8905950,0,0,8925473,19822,16413,299,0,12823,17750,21156,11.5,0,0,7,9,0
8916,8916000,8916000,0,0,8935523,19822,16413,299,0,12335,18105,26839,11.5,0,0,7,9,0
8926,8926000,8926000,0,0,8945523,19822,16413,299,0,12355,22483,24588,10.4,0,0,7,9,0
8936,8936000,8936000,0,0,8955523,19822,16413,299,0,12619,18940,32079,10.4,0,0,7,9,0
8946,8946000,8946000,0,0,8965523,19822,16413,299,0,12646,17025,19250,10.4,0,0,7,9,0
8956,8956000,8956000,0,0,8975523,19822,16413,299,0,12613,17709,18763,10.4,0,0,7,9,0
8966,8966000,8966000,0,0,8985523,19822,16413,299,0,12199,19312,22396,10.4,0,0,7,9,0
8976,8976050,8976000,0,0,8995523,19822,16413,299,0,12711,17614,26806,10.4,0,0,7,9,0
8986,8986050,8986000,0,0,9005523,19822,16413,299,0,12252,16624,18626,10.6,0,0,7,9,0
8996,8996050,8996050,0,0,9015573,19822,16413,299,0,13039,17317,20852,10.7,0,0,7,9,0
9006,9006050,9006050,0,0,9025573,19822,16413,299,0,12778,17438,25231,11.6,0,0,5,10,0
9016,9016050,9016050,0,0,9035573,19822,16413,299,0,12088,19446,28956,11.5,0,0,5,10,0
9026,9026050,9026050,0,0,9045573,19822,16413,299,0,13053,19039,24767,11.5,0,0,5,10,0
9036,9036050,9036050,0,0,9055599,19889,16496,299,0,12433,154500,172920,12.0,0,0,5,10,0
9046,9046050,9046050,0,0,9065615,19889,16496,299,0,11718,17609,33245,11.9,0,0,5,10,0
9056,9056100,9056050,0,0,9075615,19889,16496,299,0,12331,17627,19964,11.9,0,0,5,10,0
9066,9066100,9066100,0,0,9085665,19889,16496,299,0,12970,18086,19264,11.8,0,0,5,10,0
9076,9076100,9076100,0,0,9095657,19889,16496,299,0,13159,18373,20652,11.8,0,0,5,10,0
9086,9086100,9086100,0,0,9105681,19889,16496,299,0,11826,18155,26534,11.4,0,0,5,10,0
9096,9096100,9096100,0,0,9115665,19889,16496,299,0,12871,18370,27058,11.3,0,0,5,10,0
9106,9106100,9106100,0,0,9125674,19889,16496,299,0,12308,23546,36628,11.3,0,0,5,10,0
9116,9116100,9116100,0,0,9135640,19889,16496,299,0,12033,16672,18861,11.3,0,0,5,10,0
9126,9126150,9126100,0,0,9145657,19889,16496,299,0,11313,18693,27779,11.1,0,0,5,10,0
9136,9136150,9136100,0,0,9155682,19889,16496,299,0,13098,17633,18408,10.9,0,0,5,10,0
9146,9146150,9146150,0,0,9165724,19889,16496,299,0,12472,17630,26428,10.9,0,0,5,10,0
9156,9156150,9156150,0,0,9175723,19889,16496,299,0,11788,18075,22399,10.9,0,0,5,10,0
9166,9166150,9166150,0,0,9185723,19889,16496,299,0,12766,16098,17267,10.7,0,0,5,10,0
9176,9176150,9176150,0,0,9195707,19889,16496,299,0,12563,16979,20531,10.7,0,0,5,10,0
9186,9186200,9186150,0,0,9205699,19889,16496,299,0,11607,17390,17896,10.7,0,0,5,10,0
9196,9196200,9196200,0,0,9215782,19889,16496,299,0,12797,16951,18373,10.7,0,0,5,10,0
9206,9206200,9206200,0,0,9225782,19889,16496,299,0,13362,17099,17301,10.7,0,0,5,10,0
9216,9216200,9216200,0,0,9235773,19889,16496,299,0,12208,26581,29238,10.7,0,0,5,10,0
9226,9226200,9226200,0,0,9245773,19889,16496,299,0,12628,17598,19489,10.7,0,0,5,10,0
9236,9236200,9236200,0,0,9255740,19889,16496,299,0,12083,17399,29326,10.7,0,0,5,10,0
9246,9246200,9246200,0,0,9265740,19889,16496,299,0,11784,16940,18684,10.7,0,0,5,10,0
9256,9256250,9256200,0,0,9275765,19889,16496,299,0,12193,16494,28292,10.7,0,0,5,10,0
9266,9266250,9266200,0,0,9285782,19889,16496,299,0,12831,19277,25405,10.7,0,0,5,10,0
9276,9276250,9276250,0,0,9295831,19889,16496,299,0,11100,16377,17141,10.7,0,0,5,10,0
9286,9286250,9286250,0,0,9305840,19889,17262,299,0,13865,950148,1037857,12.8,0,0,5,10,0
9296,9296250,9296250,0,0,9315840,19889,17262,299,0,13007,18285,19130,12.8,0,0,5,10,0
9306,9306250,9306250,0,0,9325840,19889,17262,299,0,12395,18683,23097,12.8,0,0,5,10,0
9316,9316250,9316250,0,0,9335840,19889,17262,299,0,12770,18493,19112,12.8,0,0,5,10,0
9326,9326300,9326250,0,0,9345840,19889,17262,299,0,12704,19678,23906,12.8,0,0,5,10,0
9336,9336300,9336250,0,0,9355840,19889,17262,299,0,12277,18091,24731,12.8,0,0,5,10,0
9346,9346300,9346300,0,0,9365890,19889,17262,299,0,12391,17688,18267,12.8,0,0,5,10,0
9356,9356300,9356300,0,0,9375890,19889,17262,299,0,11698,17239,18360,12.5,0,0,5,10,0
9366,9366300,9366300,0,0,9385890,19889,17262,299,0,12848,17694,27231,12.5,0,0,5,10,0
9376,9376300,9376300,0,0,9395890,19889,17262,299,0,12061,17259,25464,12.4,0,0,5,10,0
9386,9386300,9386300,0,0,9405890,19889,17262,299,0,12818,16836,27661,12.4,0,0,5,10,0
9396,9396300,9396300,0,0,9415890,19889,17262,299,0,13203,18088,27229,12.4,0,0,5,10,0
9406,9406300,9406300,0,0,9425890,19889,17262,299,0,12274,16680,18346,12.4,0,0,5,10,0
9416,9416350,9416300,0,0,9435890,19889,17262,299,0,11765,16847,18241,12.4,0,0,5,10,0
9426,9426350,9426300,0,0,9445890,19889,17262,299,0,12698,17004,28866,12.4,0,0,5,10,0
9436,9436350,9436350,0,0,9455940,19889,17262,299,0,12950,17415,23285,12.3,0,0,5,10,0
9446,9446350,9446350,0,0,9465915,19889,17262,299,0,12244,18053,25435,12.3,0,0,5,10,0
9456,9456350,9456350,0,0,9475940,19889,17262,299,0,12458,17775,18306,12.3,0,0,5,10,0
9466,9466350,9466350,0,0,9485940,19889,17262,299,0,12806,17157,19876,12.2,0,0,5,10,0
9476,9476350,9476350,0,0,9495940,19889,17262,299,0,12041,19259,25436,12.2,0,0,5,10,0
9486,9486350,9486350,0,0,9505940,19889,17262,299,0,12164,17319,19251,12.2,0,0,5,10,0
9496,9496400,9496350,0,0,9515940,19889,17262,299,0,12571,18117,26304,12.2,0,0,5,10,0
9506,9506400,9506350,0,0,9525940,19889,17262,299,0,12104,17462,21180,12.2,0,0,5,10,0
9516,9516400,9516400,0,0,9535990,19889,17262,299,0,11875,16899,26194,12.1,0,0,5,10,0
9526,9526400,9526400,0,0,9545990,19889,17262,299,0,12632,17262,30434,12.1,0,0,5,10,0
9536,9536400,9536400,0,0,9555990,19889,17262,299,0,12964,17176,20104,11.3,0,0,5,10,0
9546,9546400,9546400,0,0,9565990,19889,17262,299,0,11713,17567,21949,10.5,0,0,5,10,0
9556,9556400,9556400,0,0,9575990,19889,17262,299,0,12903,22755,31692,10.4,0,0,5,10,0
9566,9566400,9566400,0,0,9585990,19889,17262,299,0,13016,17221,17554,10.4,0,0,5,10,0
9576,9576450,9576400,0,0,9595990,19889,17262,299,0,11645,17188,26549,10.3,0,0,5,10,0
9586,9586450,9586400,0,0,9605990,19889,17262,299,0,11982,17013,19071,10.5,0,0,5,10,0
9596,9596450,9596400,0,0,9615990,19889,17262,299,0,13351,18862,25196,10.5,0,0,5,10,0
9606,9606450,9606450,0,0,9626040,19889,17262,299,0,12426,17631,19823,10.5,0,0,5,10,0
9616,9616450,9616450,0,0,9636040,19889,17262,299,0,12427,21399,27726,10.6,0,0,5,10,0
9626,9626450,9626450,0,0,9646040,19889,17262,299,0,12984,16203,16565,10.6,0,0,5,10,0
9636,9636450,9636450,0,0,9656040,19889,17262,299,0,11778,17144,28351,10.7,0,0,5,10,0
9646,9646450,9646450,0,0,9666040,19889,17262,299,0,12229,17558,18732,10.7,0,0,5,10,0
9656,9656500,9656450,0,0,9676040,19889,17262,299,0,13191,17254,21843,10.7,0,0,5,10,0
9666,9666500,9666500,0,0,9686090,19889,17262,299,0,12194,16498,16984,10.7,0,0,5,10,0
9676,9676500,9676500,0,0,9696090,19889,17262,299,0,12188,18129,26415,10.7,0,0,5,10,0
9686,9686500,9686500,0,0,9706425,20282,17762,324,0,12231,953331,1252916,12.1,0,0,7,10,0
9696,9696500,9696500,0,0,9716440,20282,17762,324,0,12518,17601,19119,12.1,0,0,7,10,0
9706,9706500,9706500,0,0,9726442,20282,17762,324,0,12710,17214,17895,12.1,0,0,7,10,0
9716,9716500,9716500,0,0,9736449,20282,17762,324,0,12289,17912,30387,12.1,0,0,7,10,0
9726,9726550,9726500,0,0,9746416,20282,17762,324,0,12970,16127,17639,12.1,0,0,7,10,0
9736,9736550,9736550,0,0,9756474,20282,17762,324,0,11287,22439,25222,11.7,0,0,7,10,0
9746,9746550,9746550,0,0,9766475,20282,17762,324,0,11634,17274,22151,11.7,0,0,7,10,0
9756,9756550,9756550,0,0,9776483,20282,17762,324,0,12067,17181,19801,11.7,0,0,7,10,0
9766,9766550,9766550,0,0,9786474,20282,17762,324,0,10669,17525,26133,11.4,0,0,7,10,0
9776,9776550,9776550,0,0,9796491,20282,17762,324,0,10347,16150,19880,11.4,0,0,7,10,0
9786,9786600,9786550,0,0,9806491,20282,17762,324,0,12029,18025,29120,11.4,0,0,7,10,0
9796,9796600,9796550,0,0,9816474,20282,17762,324,0,11535,17588,25959,11.4,0,0,7,10,0
9806,9806600,9806600,0,0,9826533,20282,17762,324,0,10936,23087,29238,11.5,0,0,7,10,0
9816,9816600,9816600,0,0,9836533,20282,17762,324,0,11880,17639,25260,11.5,0,0,7,10,0
9826,9826600,9826600,0,0,9846524,20282,17762,324,0,12022,16823,17383,11.4,0,0,7,10,0
9836,9836600,9836600,0,0,9856524,20282,17762,324,0,11357,16596,18549,11.4,0,0,7,10,0
9846,9846650,9846600,0,0,9866525,20282,17762,324,0,10697,16983,28800,11.4,0,0,7,10,0
9856,9856650,9856600,0,0,9876551,20282,17762,324,0,11888,17466,25786,11.4,0,0,7,10,0
9866,9866650,9866650,0,0,9886583,20282,17762,324,0,11576,16868,24421,11.4,0,0,7,10,0
9876,9876650,9876650,0,0,9896582,20282,17762,324,0,10349,16210,25316,10.6,0,0,7,10,0
9886,9886650,9886650,0,0,9906751,20425,18638,324,0,12304,1040669,1375555,12.9,0,0,9,10,0
9896,9896650,9896650,0,0,9916751,20425,18638,324,0,12478,20592,32371,12.8,0,0,9,10,0
9906,9906650,9906650,0,0,9926751,20425,18638,324,0,12138,19008,20184,13.7,0,0,5,11,0
9916,9916700,9916650,0,0,9936751,20425,18638,324,0,12592,19059,32353,13.6,0,0,5,11,0
9926,9926700,9926650,0,0,9946751,20425,18638,324,0,12276,18331,22727,13.6,0,0,5,11,0
9936,9936700,9936650,0,0,9956751,20425,18638,324,0,11723,17475,24696,13.6,0,0,5,11,0
9946,9946700,9946700,0,0,9966801,20425,18638,324,0,12500,17156,18107,13.4,0,0,5,11,0
9956,9956700,9956700,0,0,9976801,20425,18638,324,0,12368,17836,19994,13.4,0,0,5,11,0
9966,9966700,9966700,0,0,9986801,20425,18638,324,0,12430,20055,25530,13.4,0,0,5,11,0
9976,9976700,9976700,0,0,9996801,20425,18638,324,0,12253,17118,22090,13.3,0,0,5,11,0
9986,9986700,9986700,0,0,10006801,20425,18638,324,0,12826,17925,24549,13.1,0,0,5,11,0
9996,9996700,9996700,0,0,10016801,20425,18638,324,0,13032,17178,17360,13.0,0,0,5,11,0
10006,10006750,10006700,0,0,10026801,20425,18638,324,0,12060,17081,24069,13.0,0,0,5,11,0
10016,10016750,10016750,0,0,10036851,20425,18638,324,0,12621,17698,22264,13.0,0,0,5,11,0
10026,10026750,10026750,0,0,10046851,20425,18638,324,0,12971,20460,26319,13.0,0,0,5,11,0
10036,10036750,10036750,0,0,10056851,20425,18638,324,0,12196,16808,17523,11.2,0,0,5,11,0
10046,10046750,10046750,0,0,10066851,20425,18638,324,0,11992,17350,18791,11.2,0,0,5,11,0
10056,10056750,10056750,0,0,10076851,20425,18638,324,0,12796,17063,19940,11.2,0,0,5,11,0
10066,10066750,10066750,0,0,10086851,20425,18638,324,0,12353,17079,20340,11.2,0,0,5,11,0
10076,10076750,10076750,0,0,10096851,20425,18638,324,0,12182,17894,30408,10.7,0,0,5,11,0
10086,10086800,10086750,0,0,10106851,20425,18638,324,0,12243,18018,29662,10.4,0,0,5,11,0
10096,10096800,10096750,0,0,10116851,20425,18638,324,0,12275,17438,23160,10.4,0,0,5,11,0
10106,10106800,10106800,0,0,10126876,20425,18638,324,0,12189,17503,36597,10.3,0,0,5,11,0
10116,10116800,10116800,0,0,10136901,20425,18638,324,0,12301,16379,16900,10.3,0,0,5,11,0
10126,10126800,10126800,0,0,10146901,20425,18638,324,0,12492,16893,22090,10.3,0,0,5,11,0
10136,10136800,10136800,0,0,10156901,20425,18638,324,0,11886,17258,27621,10.3,0,0,5,11,0
10146,10146800,10146800,0,0,10166901,20425,18638,324,0,12392,17088,20527,10.3,0,0,5,11,0
10156,10156800,10156800,0,0,10176901,20425,18638,324,0,12604,17790,28747,10.3,0,0,5,11,0
10166,10166800,10166800,0,0,10186901,20425,18638,324,0,11770,17556,22848,10.3,0,0,5,11,0
10176,10176850,10176800,0,0,10196901,20425,18638,324,0,12688,17320,24378,10.3,0,0,5,11,0
10186,10186850,10186800,0,0,10206901,20425,18638,324,0,12898,18035,25021,10.5,0,0,5,11,0
10196,10196850,10196800,0,0,10216901,20425,18638,324,0,12211,18540,21158,10.5,0,0,5,11,0
10206,10206850,10206850,0,0,10226951,20425,18638,324,0,12329,18051,27886,10.6,0,0,5,11,0
10216,10216850,10216850,0,0,10236951,20425,18638,324,0,12690,17243,24043,10.5,0,0,5,11,0
10226,10226850,10226850,0,0,10246951,20425,18638,324,0,12193,17466,19145,10.6,0,0,5,11,0
10236,10236850,10236850,0,0,10256951,20425,18638,324,0,12398,17954,22827,10.7,0,0,5,11,0
10246,10246850,10246850,0,0,10266951,20425,18638,324,0,12644,20976,27202,10.7,0,0,5,11,0
10256,10256900,10256850,0,0,10276951,20425,18638,324,0,12393,17577,17852,10.7,0,0,5,11,0
10266,10266900,10266850,0,0,10286951,20425,18638,324,0,11997,17654,27041,10.7,0,0,5,11,0
10276,10276900,10276900,0,0,10297001,20425,18638,324,0,12542,16442,17135,10.7,0,0,5,11,0
10286,10286900,10286900,0,0,10307001,20425,18638,324,0,13083,19056,28082,10.7,0,0,5,11,0
10296,10296900,10296900,0,0,10317001,20425,18638,324,0,11832,16981,27231,10.7,0,0,5,11,0
10306,10306900,10306900,0,0,10327001,20425,18638,324,0,12779,17954,24711,10.7,0,0,5,11,0
10316,10316950,10316900,0,0,10337001,20425,18638,324,0,12546,16984,17266,10.7,0,0,5,11,0
10326,10326950,10326900,0,0,10347001,20425,18638,324,0,12228,22231,33436,10.7,0,0,5,11,0
10336,10336950,10336950,0,0,10357043,20442,18735,324,0,11782,430314,525013,12.1,0,0,5,11,0
10346,10346950,10346950,0,0,10367034,20442,18735,324,0,12860,18162,19713,12.2,0,0,5,11,0
10356,10356950,10356950,0,0,10377035,20442,18735,324,0,12784,17952,25631,12.2,0,0,5,11,0
10366,10366950,10366950,0,0,10387043,20442,18735,324,0,12561,19203,23772,12.2,0,0,5,11,0
10377,10376950,10376950,0,0,10397051,20442,18735,324,0,13058,18199,18949,12.2,0,0,5,11,0
10387,10387000,10386950,0,0,10407018,20442,18735,324,0,12563,19668,28039,11.8,0,0,5,11,0
10397,10397000,10396950,0,0,10417051,20442,18735,324,0,12380,17999,19795,11.7,0,0,5,11,0
10407,10407000,10407000,0,0,10427093,20442,18735,324,0,11368,20087,29074,11.7,0,0,5,11,0
10417,10417000,10417000,0,0,10437084,20442,18735,324,0,11713,17847,20061,11.6,0,0,5,11,0
10427,10427000,10427000,0,0,10447110,20442,18735,324,0,11566,18917,23082,11.6,0,0,5,11,0
10437,10437000,10437000,0,0,10457093,20442,18735,324,0,11325,18800,23392,11.6,0,0,5,11,0
10447,10447000,10447000,0,0,10467077,20442,18735,324,0,12371,16392,30317,11.6,0,0,5,11,0
10457,10457050,10457000,0,0,10477102,20442,18735,324,0,12778,18552,18750,11.4,0,0,5,11,0
10467,10467050,10467000,0,0,10487110,20442,18735,324,0,11346,18662,21539,11.4,0,0,5,11,0
10477,10477050,10477050,0,0,10497151,20442,18735,324,0,11632,19694,27737,11.4,0,0,5,11,0
10487,10487050,10487050,0,0,10507176,20459,18926,333,0,12738,1206155,1406495,12.5,0,0,5,11,0
10497,10497050,10497050,0,0,10517176,20459,18926,333,0,12402,19237,28076,12.4,0,0,5,11,0
10507,10507050,10507050,0,0,10527176,20459,18926,333,0,12699,22034,44314,12.3,0,0,5,11,0
10517,10517050,10517050,0,0,10537176,20459,18926,333,0,12901,17759,25230,12.2,0,0,5,11,0
10527,10527050,10527050,0,0,10547176,20459,18926,333,0,12319,18122,22827,12.2,0,0,5,11,0
10537,10537100,10537050,0,0,10557176,20459,18926,333,0,12090,19689,26365,12.2,0,0,5,11,0
10547,10547100,10547050,0,0,10567176,20459,18926,333,0,11898,17755,29747,12.1,0,0,5,11,0
10557,10557100,10557050,0,0,10577176,20459,18926,333,0,12278,18440,18648,12.0,0,0,5,11,0
10567,10567100,10567100,0,0,10587226,20459,18926,333,0,12510,18639,22535,12.0,0,0,5,11,0
10577,10577100,10577100,0,0,10597226,20459,18926,333,0,12531,16679,18020,12.0,0,0,5,11,0
10587,10587100,10587100,0,0,10607226,20459,18926,333,0,12985,17384,18483,12.0,0,0,5,11,0
10597,10597100,10597100,0,0,10617226,20459,18926,333,0,12158,16801,25533,12.0,0,0,5,11,0
10607,10607150,10607100,0,0,10627226,20459,18926,333,0,12237,19381,23942,12.0,0,0,5,11,0
10617,10617150,10617100,0,0,10637226,20459,18926,333,0,12967,17370,21218,12.0,0,0,5,11,0
10627,10627150,10627100,0,0,10647226,20459,18926,333,0,12109,20115,27311,12.0,0,0,5,11,0
10637,10637150,10637150,0,0,10657276,20459,18926,333,0,12232,19253,24962,12.0,0,0,5,11,0
10647,10647150,10647150,0,0,10667276,20459,18926,333,0,12519,18147,22393,12.0,0,0,5,11,0
10657,10657150,10657150,0,0,10677276,20459,18926,333,0,12383,18591,30054,11.5,0,0,5,11,0
10667,10667150,10667150,0,0,10687276,20459,18926,333,0,11964,17786,26754,11.5,0,0,5,11,0
10677,10677150,10677150,0,0,10697276,20459,18926,333,0,12739,17166,27473,11.4,0,0,5,11,0
10687,10687150,10687150,0,0,10707276,20459,18926,333,0,13032,18778,19430,10.8,0,0,5,11,0
10697,10697200,10697150,0,0,10717276,20459,18926,333,0,12354,18015,25478,10.8,0,0,5,11,0
10707,10707200,10707200,0,0,10727326,20459,18926,333,0,12711,17061,18529,10.8,0,0,5,11,0
10717,10717200,10717200,0,0,10737326,20459,18926,333,0,12281,17882,21643,10.8,0,0,5,11,0
10727,10727200,10727200,0,0,10747326,20459,18926,333,0,12011,17282,19268,10.4,0,0,5,11,0
10737,10737200,10737200,0,0,10757326,20459,18926,333,0,12004,18281,28978,10.3,0,0,5,11,0
10747,10747200,10747200,0,0,10767326,20459,18926,333,0,12454,17421,23852,10.4,0,0,5,11,0
10757,10757200,10757200,0,0,10777326,20459,18926,333,0,11915,17611,28319,10.4,0,0,5,11,0
10767,10767250,10767200,0,0,10787326,20459,18926,333,0,12356,17372,25324,10.4,0,0,5,11,0
10777,10777250,10777200,0,0,10797326,20459,18926,333,0,12884,17082,20836,10.4,0,0,5,11,0
10787,10787250,10787250,0,0,10807350,20459,18926,333,0,12658,16807,17011,10.7,0,0,5,11,0
10797,10797250,10797250,0,0,10817376,20459,18926,333,0,11861,16649,26204,10.7,0,0,5,11,0
10807,10807250,10807250,0,0,10827376,20459,18926,333,0,12719,17562,18304,11.2,0,0,3,12,0
10817,10817250,10817250,0,0,10837376,20459,18926,333,0,12760,20314,28426,11.2,0,0,3,12,0
10827,10827250,10827250,0,0,10847376,20459,18926,333,0,12344,17480,18066,11.2,0,0,3,12,0
10837,10837300,10837250,0,0,10857376,20459,18926,333,0,12916,17705,20468,11.2,0,0,3,12,0
10847,10847300,10847250,0,0,10867376,20459,18926,333,0,12782,17507,24249,11.2,0,0,3,12,0
10857,10857300,10857300,0,0,10877376,20459,18926,333,0,12595,17179,27211,11.2,0,0,3,12,0
10867,10867300,10867300,0,0,10887426,20459,18926,333,0,12456,18320,21556,11.1,0,0,3,12,0
10877,10877300,10877300,0,0,10897426,20459,18926,333,0,12758,18733,29223,11.1,0,0,3,12,0
10887,10887300,10887300,0,0,10907426,20459,18926,333,0,12097,17592,18036,11.1,0,0,3,12,0
10897,10897300,10897300,0,0,10917426,20459,18926,333,0,12283,17105,17731,11.1,0,0,3,12,0
10907,10907300,10907300,0,0,10927426,20459,18926,333,0,12588,19127,25599,10.9,0,0,3,12,0
10917,10917350,10917300,0,0,10937426,20459,18926,333,0,12516,16867,17073,10.9,0,0,3,12,0
10927,10927350,10927350,0,0,10947452,20459,18926,333,0,12004,24447,26669,10.9,0,0,3,12,0
10937,10937350,10937350,0,0,10957476,20459,18926,333,0,13030,17413,18326,10.9,0,0,3,12,0
10947,10947350,10947350,0,0,10967476,20459,18926,333,0,13180,19473,21743,10.9,0,0,3,12,0
10957,10957350,10957350,0,0,10977476,20459,18926,333,0,12448,17975,22640,10.9,0,0,3,12,0
10967,10967350,10967350,0,0,10987476,20459,18926,333,0,13269,17220,17694,10.9,0,0,3,12,0
10977,10977350,10977350,0,0,10997041,20492,18993,333,0,12291,17863,118024,11.1,0,0,3,12,0
10987,10987400,10987350,0,0,11002042,20492,18993,333,0,12354,18251,19060,11.0,0,0,3,12,0
10997,10997400,10997400,0,0,11007067,20492,18993,333,0,13758,17943,18240,11.0,0,0,3,12,0
11007,11007400,11007400,0,0,11012059,20492,18993,333,0,13688,18485,27454,11.0,0,0,3,12,0
11017,11017400,11017400,0,0,11017066,20492,18993,333,0,12985,17938,32651,11.0,0,0,3,12,0
11027,11027400,11027400,0,0,11022051,20492,18993,333,0,12022,17649,22740,11.0,0,0,3,12,0
11037,11037450,11037400,0,0,11057543,20492,18993,333,0,11774,21857,34541,15.8,0,0,5,12,0
11047,11047450,11047400,0,0,11067541,20492,18993,333,0,11358,17162,18569,15.7,0,0,5,12,0
11057,11057450,11057450,0,0,11077593,20492,18993,333,0,11694,18202,23051,15.7,0,0,5,12,0
11067,11067450,11067450,0,0,11087577,20492,18993,333,0,11579,18574,20817,15.7,0,0,5,12,0
