elapsed_s,produced,acked,send_rejects,delivery_errors,consumed,duplicates,reordered,open_gaps,parse_errors,win_p50_us,win_p99_us,win_max_us,rss_mib,producer_retries,producer_lib_errors,rebalances,consumer_restarts,wedges
460,460300,460250,0,0,461005,755,631,0,0,12723,17884,21200,10.8,0,0,2,0,0
470,470300,470300,0,0,471055,755,631,0,0,11864,17342,21543,10.8,0,0,2,0,0
480,480300,480300,0,0,481055,755,631,0,0,12861,17907,20837,10.8,0,0,2,0,0
490,490300,490300,0,0,491055,755,631,0,0,12513,16679,24291,10.8,0,0,2,0,0
500,500300,500300,0,0,501055,755,631,0,0,11836,16883,17702,10.8,0,0,2,0,0
510,510300,510300,0,0,511055,755,631,0,0,12676,18557,21928,10.8,0,0,2,0,0
520,520300,520300,0,0,521055,755,631,0,0,12935,17886,23048,10.8,0,0,2,0,0
530,530350,530300,0,0,531055,755,631,0,0,12214,17932,21173,10.8,0,0,2,0,0
540,540350,540350,0,0,541055,755,631,0,0,12330,18721,20685,10.8,0,0,2,0,0
550,550350,550300,0,0,551055,755,631,0,0,12588,17855,20600,10.8,0,0,2,0,0
560,560350,560350,0,0,561105,755,631,0,0,12508,17958,21317,10.8,0,0,2,0,0
570,570350,570350,0,0,571105,755,631,0,0,11961,19071,21043,10.8,0,0,2,0,0
580,580350,580350,0,0,581105,755,631,0,0,11954,18171,20013,10.8,0,0,2,0,0
590,590350,590350,0,0,591105,755,631,0,0,12251,17493,22680,10.8,0,0,2,0,0
600,600350,600350,0,0,601105,755,631,0,0,11783,17200,22758,10.9,0,0,2,0,0
610,610350,610350,0,0,603495,1032,1355,44,0,12373,1565442,1764694,12.4,0,0,2,0,0
620,620400,620350,0,0,603495,1032,1355,44,0,12828,22142,29985,12.4,0,0,2,0,0
630,630400,630350,0,0,603495,1032,1355,44,0,12083,19201,29973,12.4,0,0,2,0,0
640,640400,640400,0,0,641500,1165,1360,39,0,11014,16673,17356,21.6,0,0,4,0,0
650,650400,650400,0,0,651509,1165,1360,39,0,11135,16628,18960,21.6,0,0,4,0,0
660,660400,660400,0,0,661518,1165,1360,39,0,10800,17011,19467,21.6,0,0,4,0,0
670,670400,670400,0,0,671500,1165,1360,39,0,11026,17420,18123,21.6,0,0,4,0,0
680,680400,680400,0,0,681510,1165,1360,39,0,10702,17798,30106,21.6,0,0,4,0,0
690,690400,690400,0,0,691501,1165,1360,39,0,10581,16355,18379,21.6,0,0,4,0,0
700,700450,700400,0,0,701484,1165,1360,39,0,10130,15471,15894,21.6,0,0,4,0,0
710,710450,710400,0,0,711484,1165,1360,39,0,10249,15698,16016,21.6,0,0,4,0,0
720,720450,720400,0,0,721492,1165,1360,39,0,10450,16118,20832,21.6,0,0,4,0,0
730,730450,730450,0,0,731534,1165,1360,39,0,10307,16813,23444,21.6,0,0,4,0,0
740,740450,740450,0,0,741542,1165,1360,39,0,10673,16034,17081,21.2,0,0,4,0,0
750,750450,750450,0,0,751526,1165,1360,39,0,10866,19679,33229,18.2,0,0,4,0,0
760,760450,760450,0,0,761560,1165,1360,39,0,10545,16294,18434,14.1,0,0,4,0,0
770,770500,770450,0,0,771542,1165,1360,39,0,10827,16697,31800,14.1,0,0,4,0,0
780,780500,780450,0,0,781568,1165,1360,39,0,11461,16149,17926,14.1,0,0,4,0,0
790,790500,790450,0,0,791543,1165,1360,39,0,10393,17450,23634,14.1,0,0,4,0,0
800,800500,800500,0,0,801617,1165,1360,39,0,11486,16886,22819,14.1,0,0,4,0,0
810,810500,810500,0,0,811618,1165,1360,39,0,11585,16284,19221,14.1,0,0,4,0,0
820,820500,820500,0,0,821593,1165,1360,39,0,11355,17210,25662,13.8,0,0,4,0,0
830,830500,830500,0,0,831609,1165,1360,39,0,11645,16339,18097,13.8,0,0,4,0,0
840,840550,840500,0,0,841592,1165,1360,39,0,11432,17414,21140,13.8,0,0,4,0,0
850,850550,850500,0,0,851593,1165,1360,39,0,11208,15853,16645,12.1,0,0,4,0,0
860,860550,860450,0,0,861063,1472,1771,167,0,11940,1832447,2387324,13.2,0,0,4,0,0
870,870550,870550,0,0,872113,1602,2081,39,0,12464,21393,124332,13.4,0,0,6,0,0
880,880550,880550,0,0,882113,1602,2081,39,0,12313,18144,25861,13.4,0,0,6,0,0
890,890550,890550,0,0,892113,1602,2081,39,0,12707,17366,17726,13.4,0,0,6,0,0
900,900550,900550,0,0,901987,1602,2081,39,0,12181,17982,19234,12.1,0,0,6,1,0
910,910550,910550,0,0,912113,1602,2081,39,0,12991,20263,23295,12.6,0,0,5,1,0
